"asset_id","name","category","priority","pipeline","key_colour","palette_constraint","asset_type","view","suggested_size","nine_slice","subject","description_or_lore","faction","faction_palette","faction_visual_signature","biome","biome_visual_identity_status","manufacturer","manufacturer_visual_identity","rarity","rarity_hex","used_in","additional_context"
"atlas-cluster-battery:muzzle","Atlas Cluster Battery","weapons","1","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","the Atlas Cluster Battery, a SHIP-MOUNTED missile weapon","One more warhead always fits. Atlas checked.","","","","","","Atlas Dynamics","Slab breeches, visible bolts, ammunition counted in crates.","common","#dce4f2","in-run gameplay","{""formFactor"":""Ship-weapon VFX only — no handheld/firearm form."",""weaponCategory"":""missile"",""tier"":""common"",""family"":""missileLaunchers:cluster"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Cluster payloads that always fit one more warhead."",""firePattern"":""spread — simultaneous fan"",""projectileBehaviour"":""explosive — detonates in a radius on hit"",""damageSchool"":""physical"",""statusOnHit"":null,""assetPart"":""muzzle""}"
"atlas-cluster-battery:impact","Atlas Cluster Battery","weapons","1","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","the Atlas Cluster Battery, a SHIP-MOUNTED missile weapon","One more warhead always fits. Atlas checked.","","","","","","Atlas Dynamics","Slab breeches, visible bolts, ammunition counted in crates.","common","#dce4f2","in-run gameplay","{""formFactor"":""Ship-weapon VFX only — no handheld/firearm form."",""weaponCategory"":""missile"",""tier"":""common"",""family"":""missileLaunchers:cluster"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Cluster payloads that always fit one more warhead."",""firePattern"":""spread — simultaneous fan"",""projectileBehaviour"":""explosive — detonates in a radius on hit"",""damageSchool"":""physical"",""statusOnHit"":null,""assetPart"":""impact""}"
"helios-prism-array:icon","Helios Prism Array","weapons","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","icon","centered, transparent background","128x128","","the Helios Prism Array, a SHIP-MOUNTED laser weapon (starship armament, NOT a handheld gun)","One beam in, several arguments out — the prism does not negotiate.","","","","","","Helios Industries","Sun-gold emitter housings over white ceramic.","epic","#9b5cff","loadout/inventory/HUD","{""formFactor"":""Ship armament that bolts to a starship hull hardpoint — a turret / cannon / missile pod / beam emitter / lattice array. Mechanical hardware at a 3/4 hardware angle. NEVER a handheld firearm, never held or worn by a person."",""weaponCategory"":""laser"",""tier"":""epic"",""family"":""laserArrays:prism"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Prism arrays — one beam in, several arguments out."",""firePattern"":""spread — simultaneous fan"",""projectileBehaviour"":""piercing — passes through targets"",""damageSchool"":""energy"",""statusOnHit"":""burn"",""assetPart"":""icon""}"
"helios-prism-array:projectile","Helios Prism Array","weapons","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","icon","centered, transparent background","128x128","","the projectile fired by the Helios Prism Array (a laser ship weapon) — a bolt/beam/shell in flight, not the weapon itself","One beam in, several arguments out — the prism does not negotiate.","","","","","","Helios Industries","Sun-gold emitter housings over white ceramic.","epic","#9b5cff","in-run gameplay","{""formFactor"":""Just the projectile in flight (bolt / shell / beam segment / energy bolt) — small, readable, top-down. Not the launcher."",""weaponCategory"":""laser"",""tier"":""epic"",""family"":""laserArrays:prism"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Prism arrays — one beam in, several arguments out."",""firePattern"":""spread — simultaneous fan"",""projectileBehaviour"":""piercing — passes through targets"",""damageSchool"":""energy"",""statusOnHit"":""burn"",""assetPart"":""projectile""}"
"helios-prism-array:muzzle","Helios Prism Array","weapons","1","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","the Helios Prism Array, a SHIP-MOUNTED laser weapon","One beam in, several arguments out — the prism does not negotiate.","","","","","","Helios Industries","Sun-gold emitter housings over white ceramic.","epic","#9b5cff","in-run gameplay","{""formFactor"":""Ship-weapon VFX only — no handheld/firearm form."",""weaponCategory"":""laser"",""tier"":""epic"",""family"":""laserArrays:prism"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Prism arrays — one beam in, several arguments out."",""firePattern"":""spread — simultaneous fan"",""projectileBehaviour"":""piercing — passes through targets"",""damageSchool"":""energy"",""statusOnHit"":""burn"",""assetPart"":""muzzle""}"
"helios-prism-array:impact","Helios Prism Array","weapons","1","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","the Helios Prism Array, a SHIP-MOUNTED laser weapon","One beam in, several arguments out — the prism does not negotiate.","","","","","","Helios Industries","Sun-gold emitter housings over white ceramic.","epic","#9b5cff","in-run gameplay","{""formFactor"":""Ship-weapon VFX only — no handheld/firearm form."",""weaponCategory"":""laser"",""tier"":""epic"",""family"":""laserArrays:prism"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Prism arrays — one beam in, several arguments out."",""firePattern"":""spread — simultaneous fan"",""projectileBehaviour"":""piercing — passes through targets"",""damageSchool"":""energy"",""statusOnHit"":""burn"",""assetPart"":""impact""}"
"paragon-flux-driver:icon","Paragon Flux Driver","weapons","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","icon","centered, transparent background","128x128","","the Paragon Flux Driver, a SHIP-MOUNTED singularity weapon (starship armament, NOT a handheld gun)","The manual's final page is an apology. The fire mode works anyway.","","","","","","Paragon Laboratories","Exposed telemetry, warning stencils, one fresh weld always cooling.","legendary","#ffc652","loadout/inventory/HUD","{""formFactor"":""Ship armament that bolts to a starship hull hardpoint — a turret / cannon / missile pod / beam emitter / lattice array. Mechanical hardware at a 3/4 hardware angle. NEVER a handheld firearm, never held or worn by a person."",""weaponCategory"":""singularity"",""tier"":""prototype"",""family"":""gravityWeapons:singularity"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Overdriven fire modes that trade heat for possibility."",""firePattern"":""chargedShot — held charge then single heavy release"",""projectileBehaviour"":""gravityAffected — arcs under gravity wells"",""damageSchool"":""energy"",""statusOnHit"":""overload"",""assetPart"":""icon""}"
"paragon-flux-driver:projectile","Paragon Flux Driver","weapons","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","icon","centered, transparent background","128x128","","the projectile fired by the Paragon Flux Driver (a singularity ship weapon) — a bolt/beam/shell in flight, not the weapon itself","The manual's final page is an apology. The fire mode works anyway.","","","","","","Paragon Laboratories","Exposed telemetry, warning stencils, one fresh weld always cooling.","legendary","#ffc652","in-run gameplay","{""formFactor"":""Just the projectile in flight (bolt / shell / beam segment / energy bolt) — small, readable, top-down. Not the launcher."",""weaponCategory"":""singularity"",""tier"":""prototype"",""family"":""gravityWeapons:singularity"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Overdriven fire modes that trade heat for possibility."",""firePattern"":""chargedShot — held charge then single heavy release"",""projectileBehaviour"":""gravityAffected — arcs under gravity wells"",""damageSchool"":""energy"",""statusOnHit"":""overload"",""assetPart"":""projectile""}"
"paragon-flux-driver:muzzle","Paragon Flux Driver","weapons","1","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","the Paragon Flux Driver, a SHIP-MOUNTED singularity weapon","The manual's final page is an apology. The fire mode works anyway.","","","","","","Paragon Laboratories","Exposed telemetry, warning stencils, one fresh weld always cooling.","legendary","#ffc652","in-run gameplay","{""formFactor"":""Ship-weapon VFX only — no handheld/firearm form."",""weaponCategory"":""singularity"",""tier"":""prototype"",""family"":""gravityWeapons:singularity"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Overdriven fire modes that trade heat for possibility."",""firePattern"":""chargedShot — held charge then single heavy release"",""projectileBehaviour"":""gravityAffected — arcs under gravity wells"",""damageSchool"":""energy"",""statusOnHit"":""overload"",""assetPart"":""muzzle""}"
"paragon-flux-driver:impact","Paragon Flux Driver","weapons","1","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","the Paragon Flux Driver, a SHIP-MOUNTED singularity weapon","The manual's final page is an apology. The fire mode works anyway.","","","","","","Paragon Laboratories","Exposed telemetry, warning stencils, one fresh weld always cooling.","legendary","#ffc652","in-run gameplay","{""formFactor"":""Ship-weapon VFX only — no handheld/firearm form."",""weaponCategory"":""singularity"",""tier"":""prototype"",""family"":""gravityWeapons:singularity"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Overdriven fire modes that trade heat for possibility."",""firePattern"":""chargedShot — held charge then single heavy release"",""projectileBehaviour"":""gravityAffected — arcs under gravity wells"",""damageSchool"":""energy"",""statusOnHit"":""overload"",""assetPart"":""impact""}"
"foundry-sunlance:icon","Foundry Sunlance","weapons","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","icon","centered, transparent background","128x128","","the Foundry Sunlance, a SHIP-MOUNTED ancient weapon (starship armament, NOT a handheld gun)","It recognises what it was built to guard against. It has been waiting to say so.","","","","","","Ancient Foundry","White stone alloy and gold conduit, excavated not machined.","legendary","#ffc652","loadout/inventory/HUD","{""formFactor"":""Ship armament that bolts to a starship hull hardpoint — a turret / cannon / missile pod / beam emitter / lattice array. Mechanical hardware at a 3/4 hardware angle. NEVER a handheld firearm, never held or worn by a person."",""weaponCategory"":""ancient"",""tier"":""legendary"",""family"":""beamWeapons:vigil"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Lances that recognise what they were built to guard against."",""firePattern"":""beam — continuous beam"",""projectileBehaviour"":""persistentBeam — sustained beam, not a projectile"",""damageSchool"":""energy"",""statusOnHit"":""shieldBreak"",""assetPart"":""icon""}"
"foundry-sunlance:projectile","Foundry Sunlance","weapons","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","icon","centered, transparent background","128x128","","the projectile fired by the Foundry Sunlance (a ancient ship weapon) — a bolt/beam/shell in flight, not the weapon itself","It recognises what it was built to guard against. It has been waiting to say so.","","","","","","Ancient Foundry","White stone alloy and gold conduit, excavated not machined.","legendary","#ffc652","in-run gameplay","{""formFactor"":""Just the projectile in flight (bolt / shell / beam segment / energy bolt) — small, readable, top-down. Not the launcher."",""weaponCategory"":""ancient"",""tier"":""legendary"",""family"":""beamWeapons:vigil"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Lances that recognise what they were built to guard against."",""firePattern"":""beam — continuous beam"",""projectileBehaviour"":""persistentBeam — sustained beam, not a projectile"",""damageSchool"":""energy"",""statusOnHit"":""shieldBreak"",""assetPart"":""projectile""}"
"foundry-sunlance:muzzle","Foundry Sunlance","weapons","1","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","the Foundry Sunlance, a SHIP-MOUNTED ancient weapon","It recognises what it was built to guard against. It has been waiting to say so.","","","","","","Ancient Foundry","White stone alloy and gold conduit, excavated not machined.","legendary","#ffc652","in-run gameplay","{""formFactor"":""Ship-weapon VFX only — no handheld/firearm form."",""weaponCategory"":""ancient"",""tier"":""legendary"",""family"":""beamWeapons:vigil"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Lances that recognise what they were built to guard against."",""firePattern"":""beam — continuous beam"",""projectileBehaviour"":""persistentBeam — sustained beam, not a projectile"",""damageSchool"":""energy"",""statusOnHit"":""shieldBreak"",""assetPart"":""muzzle""}"
"foundry-sunlance:impact","Foundry Sunlance","weapons","1","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","the Foundry Sunlance, a SHIP-MOUNTED ancient weapon","It recognises what it was built to guard against. It has been waiting to say so.","","","","","","Ancient Foundry","White stone alloy and gold conduit, excavated not machined.","legendary","#ffc652","in-run gameplay","{""formFactor"":""Ship-weapon VFX only — no handheld/firearm form."",""weaponCategory"":""ancient"",""tier"":""legendary"",""family"":""beamWeapons:vigil"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Lances that recognise what they were built to guard against."",""firePattern"":""beam — continuous beam"",""projectileBehaviour"":""persistentBeam — sustained beam, not a projectile"",""damageSchool"":""energy"",""statusOnHit"":""shieldBreak"",""assetPart"":""impact""}"
"salvage-scattergun:icon","Salvage Scattergun","weapons","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","icon","centered, transparent background","128x128","","the Salvage Scattergun, a SHIP-MOUNTED flak weapon (starship armament, NOT a handheld gun)","Every barrel has a previous owner. All of them agreed to this.","","","","","","Frontier Salvage","Mismatched panels, honest rust, stencilled serials from three fleets.","common","#dce4f2","loadout/inventory/HUD","{""formFactor"":""Ship armament that bolts to a starship hull hardpoint — a turret / cannon / missile pod / beam emitter / lattice array. Mechanical hardware at a 3/4 hardware angle. NEVER a handheld firearm, never held or worn by a person."",""weaponCategory"":""flak"",""tier"":""common"",""family"":""shotguns:breach"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Scatter patterns tuned by whatever parts arrived that week."",""firePattern"":""arc — swept arc volley"",""projectileBehaviour"":""straight — constant velocity line"",""damageSchool"":""physical"",""statusOnHit"":null,""assetPart"":""icon""}"
"salvage-scattergun:projectile","Salvage Scattergun","weapons","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","icon","centered, transparent background","128x128","","the projectile fired by the Salvage Scattergun (a flak ship weapon) — a bolt/beam/shell in flight, not the weapon itself","Every barrel has a previous owner. All of them agreed to this.","","","","","","Frontier Salvage","Mismatched panels, honest rust, stencilled serials from three fleets.","common","#dce4f2","in-run gameplay","{""formFactor"":""Just the projectile in flight (bolt / shell / beam segment / energy bolt) — small, readable, top-down. Not the launcher."",""weaponCategory"":""flak"",""tier"":""common"",""family"":""shotguns:breach"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Scatter patterns tuned by whatever parts arrived that week."",""firePattern"":""arc — swept arc volley"",""projectileBehaviour"":""straight — constant velocity line"",""damageSchool"":""physical"",""statusOnHit"":null,""assetPart"":""projectile""}"
"salvage-scattergun:muzzle","Salvage Scattergun","weapons","1","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","the Salvage Scattergun, a SHIP-MOUNTED flak weapon","Every barrel has a previous owner. All of them agreed to this.","","","","","","Frontier Salvage","Mismatched panels, honest rust, stencilled serials from three fleets.","common","#dce4f2","in-run gameplay","{""formFactor"":""Ship-weapon VFX only — no handheld/firearm form."",""weaponCategory"":""flak"",""tier"":""common"",""family"":""shotguns:breach"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Scatter patterns tuned by whatever parts arrived that week."",""firePattern"":""arc — swept arc volley"",""projectileBehaviour"":""straight — constant velocity line"",""damageSchool"":""physical"",""statusOnHit"":null,""assetPart"":""muzzle""}"
"salvage-scattergun:impact","Salvage Scattergun","weapons","1","additive","","","VFX (single frame or short frame sheet)","","256x256 per frame","","the Salvage Scattergun, a SHIP-MOUNTED flak weapon","Every barrel has a previous owner. All of them agreed to this.","","","","","","Frontier Salvage","Mismatched panels, honest rust, stencilled serials from three fleets.","common","#dce4f2","in-run gameplay","{""formFactor"":""Ship-weapon VFX only — no handheld/firearm form."",""weaponCategory"":""flak"",""tier"":""common"",""family"":""shotguns:breach"",""familyNote"":""family names describe firing behaviour, not an infantry form-factor"",""manufacturerSignature"":""Scatter patterns tuned by whatever parts arrived that week."",""firePattern"":""arc — swept arc volley"",""projectileBehaviour"":""straight — constant velocity line"",""damageSchool"":""physical"",""statusOnHit"":null,""assetPart"":""impact""}"
"wisp-chaser:idle","Wisp Chaser","enemies","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Wisp Chaser, scout","Cheap, disposable, and everywhere. The galaxy's most successful design is the one nobody remembers dying.","Sandbox (factionless)","neutral steel grey, cyan energy accents","","","","","","","","in-run gameplay","{""roles"":[""chaser"",""charger""],""family"":""scout"",""attackType"":""melee"",""xpTier"":""medium"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"flak-orbiter:idle","Flak Orbiter","enemies","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Flak Orbiter, drone","It never gets close. It doesn't need to.","Sandbox (factionless)","neutral steel grey, cyan energy accents","","","","","","","","in-run gameplay","{""roles"":[""flanker"",""sniper"",""exploder""],""family"":""drone"",""attackType"":""projectile"",""xpTier"":""large"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"outlaw-raider:idle","Outlaw Raider","enemies","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Outlaw Raider, fighter","A modified civilian hull with a military missile pod bolted where the cargo bay used to be.","Mercenary Guild / Outlaws","#8c2f2f / #c96a4d / #ff7a3d (UI accent #ff9166)","stencilled serials, camera coverage; armoured salvage, mismatched hulls; harsh dock-bay floodlight","","","","","","","in-run gameplay","{""roles"":[""flanker""],""family"":""fighter"",""attackType"":""missile"",""xpTier"":""medium"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"outlaw-sniper:idle","Outlaw Sniper","enemies","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Outlaw Sniper, artillery","One rail, one shot, one paycheck. Kiting is not cowardice when it works this well.","Mercenary Guild / Outlaws","#8c2f2f / #c96a4d / #ff7a3d (UI accent #ff9166)","stencilled serials, camera coverage; armoured salvage, mismatched hulls; harsh dock-bay floodlight","","","","","","","in-run gameplay","{""roles"":[""sniper""],""family"":""artillery"",""attackType"":""projectile"",""xpTier"":""large"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"outlaw-shield-carrier:idle","Outlaw Shield Carrier","enemies","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Outlaw Shield Carrier, supportUnit","It doesn't shoot. It doesn't have to — everything behind it does.","Mercenary Guild / Outlaws","#8c2f2f / #c96a4d / #ff7a3d (UI accent #ff9166)","stencilled serials, camera coverage; armoured salvage, mismatched hulls; harsh dock-bay floodlight","","","","","","","in-run gameplay","{""roles"":[""support"",""tank"",""shieldUnit""],""family"":""supportUnit"",""attackType"":""melee"",""xpTier"":""large"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"outlaw-mine-layer:idle","Outlaw Mine Layer","enemies","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Outlaw Mine Layer, drone","Area denial is the cheapest tactic that still wins wars.","Mercenary Guild / Outlaws","#8c2f2f / #c96a4d / #ff7a3d (UI accent #ff9166)","stencilled serials, camera coverage; armoured salvage, mismatched hulls; harsh dock-bay floodlight","","","","","","","in-run gameplay","{""roles"":[""areaDenial""],""family"":""drone"",""attackType"":""projectile"",""xpTier"":""medium"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"outlaw-captain:idle","Outlaw Captain","enemies","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Outlaw Captain, heavyAssault","Every broken fleet has one officer who kept their rank by keeping their crew alive.","Mercenary Guild / Outlaws","#8c2f2f / #c96a4d / #ff7a3d (UI accent #ff9166)","stencilled serials, camera coverage; armoured salvage, mismatched hulls; harsh dock-bay floodlight","","","","","","","in-run gameplay","{""roles"":[""controller"",""elite"",""commander""],""family"":""heavyAssault"",""attackType"":""projectile"",""xpTier"":""elite"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"machine-combat-drone:idle","Machine Combat Drone","enemies","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Machine Combat Drone, machineUnit","The Collective's unit of account: a fuselage, a blade, and a solution.","Machine Collective","#3d4d5c / #7fa8bf / #4dd9ff (UI accent #5ce1e6)","hex-tiled surfaces, visible seams; fractal foundry block, matte metal; cold blue-grey utility light","","","","","","","in-run gameplay","{""roles"":[""chaser""],""family"":""machineUnit"",""attackType"":""melee"",""xpTier"":""small"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"machine-sniper-unit:idle","Machine Sniper Unit","enemies","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Machine Sniper Unit, machineUnit","It does not lead its target. It computes where the target will stop existing.","Machine Collective","#3d4d5c / #7fa8bf / #4dd9ff (UI accent #5ce1e6)","hex-tiled surfaces, visible seams; fractal foundry block, matte metal; cold blue-grey utility light","","","","","","","in-run gameplay","{""roles"":[""sniper""],""family"":""machineUnit"",""attackType"":""beam"",""xpTier"":""large"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"machine-shield-generator:idle","Machine Shield Generator","enemies","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Machine Shield Generator, supportUnit","A hexagonal lattice projected across the whole formation — the network wears one armour.","Machine Collective","#3d4d5c / #7fa8bf / #4dd9ff (UI accent #5ce1e6)","hex-tiled surfaces, visible seams; fractal foundry block, matte metal; cold blue-grey utility light","","","","","","","in-run gameplay","{""roles"":[""support"",""shieldUnit""],""family"":""supportUnit"",""attackType"":""projectile"",""xpTier"":""large"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"machine-repair-drone:idle","Machine Repair Drone","enemies","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Machine Repair Drone, drone","The Collective does not mourn losses. It amortises them.","Machine Collective","#3d4d5c / #7fa8bf / #4dd9ff (UI accent #5ce1e6)","hex-tiled surfaces, visible seams; fractal foundry block, matte metal; cold blue-grey utility light","","","","","","","in-run gameplay","{""roles"":[""healer"",""support""],""family"":""drone"",""attackType"":""melee"",""xpTier"":""medium"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"machine-swarm-constructor:idle","Machine Swarm Constructor","enemies","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Machine Swarm Constructor, summoner","An autonomous factory that decided the front line was the most efficient place to stand.","Machine Collective","#3d4d5c / #7fa8bf / #4dd9ff (UI accent #5ce1e6)","hex-tiled surfaces, visible seams; fractal foundry block, matte metal; cold blue-grey utility light","","","","","","","in-run gameplay","{""roles"":[""summoner""],""family"":""summoner"",""attackType"":""projectile"",""xpTier"":""large"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"machine-command-core:idle","Machine Command Core","enemies","1","keyed","green","no green anywhere in this sprite's palette (green-keyed; see directive.colourLaw for substitutions)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Machine Command Core, livingStructure","Not a leader — a router. The network does not follow it; the network flows through it.","Machine Collective","#3d4d5c / #7fa8bf / #4dd9ff (UI accent #5ce1e6)","hex-tiled surfaces, visible seams; fractal foundry block, matte metal; cold blue-grey utility light","","","","","","","in-run gameplay","{""roles"":[""controller""],""family"":""livingStructure"",""attackType"":""projectile"",""xpTier"":""elite"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"crystal-drone:idle","Crystal Drone","enemies","1","keyed","magenta","no magenta anywhere in this sprite's palette (magenta-keyed)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Crystal Drone, crystalOrganism","A shard grown to a single purpose, discarded the moment it succeeds or fails.","Crystal Dominion","#8a5cf5 / #c9a6ff / #e0c3ff (UI accent #b083ff)","faceted refraction on every surface; grown crystal, no seams; cool violet glow","","","","","","","in-run gameplay","{""roles"":[""chaser""],""family"":""crystalOrganism"",""attackType"":""melee"",""xpTier"":""small"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"crystal-shard-hunter:idle","Shard Hunter","enemies","1","keyed","magenta","no magenta anywhere in this sprite's palette (magenta-keyed)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Shard Hunter, crystalOrganism","Fires the fragments it sheds as it moves — every attack costs it a little of itself.","Crystal Dominion","#8a5cf5 / #c9a6ff / #e0c3ff (UI accent #b083ff)","faceted refraction on every surface; grown crystal, no seams; cool violet glow","","","","","","","in-run gameplay","{""roles"":[""flanker""],""family"":""crystalOrganism"",""attackType"":""projectile"",""xpTier"":""medium"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"crystal-resonance-node:idle","Resonance Node","enemies","1","keyed","magenta","no magenta anywhere in this sprite's palette (magenta-keyed)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Resonance Node, crystalOrganism","It does not fight. It tunes — every crystal within reach grows a little stronger for its presence.","Crystal Dominion","#8a5cf5 / #c9a6ff / #e0c3ff (UI accent #b083ff)","faceted refraction on every surface; grown crystal, no seams; cool violet glow","","","","","","","in-run gameplay","{""roles"":[""support""],""family"":""crystalOrganism"",""attackType"":""melee"",""xpTier"":""medium"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"crystal-growth-seeder:idle","Growth Seeder","enemies","1","keyed","magenta","no magenta anywhere in this sprite's palette (magenta-keyed)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Growth Seeder, crystalOrganism","Terrain expansion, in person. It doesn't attack the player. It attacks the arena.","Crystal Dominion","#8a5cf5 / #c9a6ff / #e0c3ff (UI accent #b083ff)","faceted refraction on every surface; grown crystal, no seams; cool violet glow","","","","","","","in-run gameplay","{""roles"":[""areaDenial""],""family"":""crystalOrganism"",""attackType"":""melee"",""xpTier"":""medium"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
"crystal-guardian:idle","Crystal Guardian","enemies","1","keyed","magenta","no magenta anywhere in this sprite's palette (magenta-keyed)","in-run sprite (idle only — move/attack/death are code-derived)","top-down/side hybrid, facing north","256x256, trimmed","","Crystal Guardian, crystalOrganism","Living armour grown thick enough to matter. It stands where the network needs standing.","Crystal Dominion","#8a5cf5 / #c9a6ff / #e0c3ff (UI accent #b083ff)","faceted refraction on every surface; grown crystal, no seams; cool violet glow","","","","","","","in-run gameplay","{""roles"":[""tank""],""family"":""crystalOrganism"",""attackType"":""melee"",""xpTier"":""large"",""statesNote"":""idle only — move/attack/death states are derived in code from this sprite""}"
