"asset_id","category","subtype","name","prompt"
"noctis-voidwalker","03-commanders","ultimate-vfx","Vega Noctis","Ultimate-ability VFX for ""Beyond the Veil"". Vega Noctis ""Voidwalker"", a voidSpecialist commander of the Afterlight Initiative. An anomaly navigator, deep void explorer, and reality boundary specialist who became the first explorer to successfully navigate and return from the expanding dimensional fractures that appeared after the Collapse — she has stared into the emptiness long enough to understand that hope shines brightest where light cannot reach. Design brief: Midnight-black adaptive armour with deep violet energy veins, a shifting starfield cloak, floating void crystals, a fractured visor, gravitational distortion surrounding her movement, small galaxies visible within her armour plating, and a dark silhouette with brilliant cosmic highlights. House VFX style: large, few, rounded particles — fat circles, chunky stars, thick rings. Never fine dust, realistic smoke, or lens flares. Additive glow allowed but clipped tight to the source. Flat saturated colour, no gradients past a subtle two-stop, nothing gritty. Must read clearly at 32px and never obscure a silhouette for more than ~200ms."
"aether-celestial","03-commanders","portrait","Lysandra Aether","Character portrait, head-and-shoulders, plain backdrop. Lysandra Aether ""Celestial"", an orbitalCommander commander of the Afterlight Initiative. An astrophysicist, celestial navigation director, and cosmic energy research commander who restored the forgotten network of ancient observatories that once united humanity's earliest interstellar explorers — she believes humanity was never meant to conquer the stars, only to become worthy of them. Design brief: Flowing white ceremonial armour with gold celestial trim, an animated constellation cloak, orbiting miniature stars, a living galaxy halo, a solar crown, cosmic energy wings, and a deep blue crystal visor — every movement leaves constellations behind. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"aether-celestial","03-commanders","in-run-sprite","Lysandra Aether","Full-body in-run sprite, standing pose. Lysandra Aether ""Celestial"", an orbitalCommander commander of the Afterlight Initiative. An astrophysicist, celestial navigation director, and cosmic energy research commander who restored the forgotten network of ancient observatories that once united humanity's earliest interstellar explorers — she believes humanity was never meant to conquer the stars, only to become worthy of them. Design brief: Flowing white ceremonial armour with gold celestial trim, an animated constellation cloak, orbiting miniature stars, a living galaxy halo, a solar crown, cosmic energy wings, and a deep blue crystal visor — every movement leaves constellations behind. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"aether-celestial","03-commanders","ultimate-vfx","Lysandra Aether","Ultimate-ability VFX for ""Birth of a Galaxy"". Lysandra Aether ""Celestial"", an orbitalCommander commander of the Afterlight Initiative. An astrophysicist, celestial navigation director, and cosmic energy research commander who restored the forgotten network of ancient observatories that once united humanity's earliest interstellar explorers — she believes humanity was never meant to conquer the stars, only to become worthy of them. Design brief: Flowing white ceremonial armour with gold celestial trim, an animated constellation cloak, orbiting miniature stars, a living galaxy halo, a solar crown, cosmic energy wings, and a deep blue crystal visor — every movement leaves constellations behind. House VFX style: large, few, rounded particles — fat circles, chunky stars, thick rings. Never fine dust, realistic smoke, or lens flares. Additive glow allowed but clipped tight to the source. Flat saturated colour, no gradients past a subtle two-stop, nothing gritty. Must read clearly at 32px and never obscure a silhouette for more than ~200ms."
"prime-founder","03-commanders","portrait","Atlas Prime","Character portrait, head-and-shoulders, plain backdrop. Atlas Prime ""Founder"", a guardian commander of the The First Expedition. The first expedition commander, architect of humanity's survival, and founder of the Afterlight Network, revived after more than four centuries in cryostasis — he never sought greatness; he simply refused to let humanity disappear. Design brief: Ancient white expedition armour with worn gold trim, the original Atlas insignia, visible repairs accumulated over centuries, a simple command cloak, and a prototype reactor — no unnecessary ornamentation; his appearance reflects history rather than power. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"prime-founder","03-commanders","in-run-sprite","Atlas Prime","Full-body in-run sprite, standing pose. Atlas Prime ""Founder"", a guardian commander of the The First Expedition. The first expedition commander, architect of humanity's survival, and founder of the Afterlight Network, revived after more than four centuries in cryostasis — he never sought greatness; he simply refused to let humanity disappear. Design brief: Ancient white expedition armour with worn gold trim, the original Atlas insignia, visible repairs accumulated over centuries, a simple command cloak, and a prototype reactor — no unnecessary ornamentation; his appearance reflects history rather than power. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"prime-founder","03-commanders","ultimate-vfx","Atlas Prime","Ultimate-ability VFX for ""Afterlight"". Atlas Prime ""Founder"", a guardian commander of the The First Expedition. The first expedition commander, architect of humanity's survival, and founder of the Afterlight Network, revived after more than four centuries in cryostasis — he never sought greatness; he simply refused to let humanity disappear. Design brief: Ancient white expedition armour with worn gold trim, the original Atlas insignia, visible repairs accumulated over centuries, a simple command cloak, and a prototype reactor — no unnecessary ornamentation; his appearance reflects history rather than power. House VFX style: large, few, rounded particles — fat circles, chunky stars, thick rings. Never fine dust, realistic smoke, or lens flares. Additive glow allowed but clipped tight to the source. Flat saturated colour, no gradients past a subtle two-stop, nothing gritty. Must read clearly at 32px and never obscure a silhouette for more than ~200ms."
"refit-cannon","04-equipment","icon","Refit Cannon","Equipment icon on transparent background, centered. Refit Cannon, primary weapon module. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"barrier-plate","04-equipment","icon","Barrier Plate","Equipment icon on transparent background, centered. Barrier Plate, defensive module, Vanguard Set. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"vanguard-thrusters","04-equipment","icon","Vanguard Thrusters","Equipment icon on transparent background, centered. Vanguard Thrusters, engine module, Vanguard Set. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"vanguard-core","04-equipment","icon","Vanguard Core","Equipment icon on transparent background, centered. Vanguard Core, energy module, Vanguard Set. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"ancient-relay","04-equipment","icon","Ancient Relay","Equipment icon on transparent background, centered. Ancient Relay, unique ancient-technology module. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"cryo-manifold","04-equipment","icon","Cryo Manifold","Equipment icon on transparent background, centered. Cryo Manifold, cooling/vent utility module. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"aegis-bastion-array","04-equipment","icon","Aegis Bastion Array","Equipment icon on transparent background, centered. Aegis Bastion Array, defensive module, Bastion Doctrine. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"aegis-ward-projector","04-equipment","icon","Aegis Ward Projector","Equipment icon on transparent background, centered. Aegis Ward Projector, utility module, Bastion Doctrine. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"horizon-flux-capacitor","04-equipment","icon","Horizon Flux Capacitor","Equipment icon on transparent background, centered. Horizon Flux Capacitor, unique prototype energy module. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"nova-warden-hive","04-equipment","icon","Nova Warden Hive","Equipment icon on transparent background, centered. Nova Warden Hive, drone module. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"module-fusion-reactor","05-ship-modules","icon","Fusion Reactor","Ship-module icon on transparent background, centered. Fusion Reactor, a reactor module. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"module-vector-engine","05-ship-modules","icon","Vector Engine","Ship-module icon on transparent background, centered. Vector Engine, an engine module. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"module-lattice-shield","05-ship-modules","icon","Lattice Shield","Ship-module icon on transparent background, centered. Lattice Shield, a shield-system module. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"module-predictive-targeter","05-ship-modules","icon","Predictive Targeter","Ship-module icon on transparent background, centered. Predictive Targeter, a targeting-system module. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"module-drone-bay","05-ship-modules","icon","Drone Bay","Ship-module icon on transparent background, centered. Drone Bay, a drone-bay module. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"module-deep-sensor","05-ship-modules","icon","Deep Sensor Array","Ship-module icon on transparent background, centered. Deep Sensor Array, a sensor-array module. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"module-cryo-loop","05-ship-modules","icon","Cryo Cooling Loop","Ship-module icon on transparent background, centered. Cryo Cooling Loop, a cooling-system module. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"module-axiom-core","05-ship-modules","icon","Axiom Core","Ship-module icon on transparent background, centered. Axiom Core, an experimental module. House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"wisp-chaser","06-enemies","idle","Wisp Chaser","Idle animation state, top-down/side hybrid game-ready view. Wisp Chaser, a scout of the Sandbox (roles: chaser/charger). Cheap, disposable, and everywhere. The galaxy's most successful design is the one nobody remembers dying. neutral steel grey with cyan energy accents House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"wisp-chaser","06-enemies","move","Wisp Chaser","Move-cycle animation state, top-down/side hybrid game-ready view. Wisp Chaser, a scout of the Sandbox (roles: chaser/charger). Cheap, disposable, and everywhere. The galaxy's most successful design is the one nobody remembers dying. neutral steel grey with cyan energy accents House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"wisp-chaser","06-enemies","attack","Wisp Chaser","Attack animation state, top-down/side hybrid game-ready view. Wisp Chaser, a scout of the Sandbox (roles: chaser/charger). Cheap, disposable, and everywhere. The galaxy's most successful design is the one nobody remembers dying. neutral steel grey with cyan energy accents House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"wisp-chaser","06-enemies","death","Wisp Chaser","Death animation state, top-down/side hybrid game-ready view. Wisp Chaser, a scout of the Sandbox (roles: chaser/charger). Cheap, disposable, and everywhere. The galaxy's most successful design is the one nobody remembers dying. neutral steel grey with cyan energy accents House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"flak-orbiter","06-enemies","idle","Flak Orbiter","Idle animation state, top-down/side hybrid game-ready view. Flak Orbiter, a drone of the Sandbox (roles: flanker/sniper/exploder). It never gets close. It doesn't need to. neutral steel grey with cyan energy accents House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"flak-orbiter","06-enemies","move","Flak Orbiter","Move-cycle animation state, top-down/side hybrid game-ready view. Flak Orbiter, a drone of the Sandbox (roles: flanker/sniper/exploder). It never gets close. It doesn't need to. neutral steel grey with cyan energy accents House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"flak-orbiter","06-enemies","attack","Flak Orbiter","Attack animation state, top-down/side hybrid game-ready view. Flak Orbiter, a drone of the Sandbox (roles: flanker/sniper/exploder). It never gets close. It doesn't need to. neutral steel grey with cyan energy accents House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"flak-orbiter","06-enemies","death","Flak Orbiter","Death animation state, top-down/side hybrid game-ready view. Flak Orbiter, a drone of the Sandbox (roles: flanker/sniper/exploder). It never gets close. It doesn't need to. neutral steel grey with cyan energy accents House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"outlaw-raider","06-enemies","idle","Outlaw Raider","Idle animation state, top-down/side hybrid game-ready view. Outlaw Raider, a fighter of the Mercenary Guild / Outlaws (roles: flanker). A modified civilian hull with a military missile pod bolted where the cargo bay used to be. palette #8c2f2f/#c96a4d/#ff7a3d, stencilled serials, camera coverage House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"outlaw-raider","06-enemies","move","Outlaw Raider","Move-cycle animation state, top-down/side hybrid game-ready view. Outlaw Raider, a fighter of the Mercenary Guild / Outlaws (roles: flanker). A modified civilian hull with a military missile pod bolted where the cargo bay used to be. palette #8c2f2f/#c96a4d/#ff7a3d, stencilled serials, camera coverage House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"outlaw-raider","06-enemies","attack","Outlaw Raider","Attack animation state, top-down/side hybrid game-ready view. Outlaw Raider, a fighter of the Mercenary Guild / Outlaws (roles: flanker). A modified civilian hull with a military missile pod bolted where the cargo bay used to be. palette #8c2f2f/#c96a4d/#ff7a3d, stencilled serials, camera coverage House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"outlaw-raider","06-enemies","death","Outlaw Raider","Death animation state, top-down/side hybrid game-ready view. Outlaw Raider, a fighter of the Mercenary Guild / Outlaws (roles: flanker). A modified civilian hull with a military missile pod bolted where the cargo bay used to be. palette #8c2f2f/#c96a4d/#ff7a3d, stencilled serials, camera coverage House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"outlaw-sniper","06-enemies","idle","Outlaw Sniper","Idle animation state, top-down/side hybrid game-ready view. Outlaw Sniper, an artillery of the Mercenary Guild / Outlaws (roles: sniper). One rail, one shot, one paycheck. Kiting is not cowardice when it works this well. palette #8c2f2f/#c96a4d/#ff7a3d, stencilled serials, camera coverage House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"outlaw-sniper","06-enemies","move","Outlaw Sniper","Move-cycle animation state, top-down/side hybrid game-ready view. Outlaw Sniper, an artillery of the Mercenary Guild / Outlaws (roles: sniper). One rail, one shot, one paycheck. Kiting is not cowardice when it works this well. palette #8c2f2f/#c96a4d/#ff7a3d, stencilled serials, camera coverage House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"outlaw-sniper","06-enemies","attack","Outlaw Sniper","Attack animation state, top-down/side hybrid game-ready view. Outlaw Sniper, an artillery of the Mercenary Guild / Outlaws (roles: sniper). One rail, one shot, one paycheck. Kiting is not cowardice when it works this well. palette #8c2f2f/#c96a4d/#ff7a3d, stencilled serials, camera coverage House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"outlaw-sniper","06-enemies","death","Outlaw Sniper","Death animation state, top-down/side hybrid game-ready view. Outlaw Sniper, an artillery of the Mercenary Guild / Outlaws (roles: sniper). One rail, one shot, one paycheck. Kiting is not cowardice when it works this well. palette #8c2f2f/#c96a4d/#ff7a3d, stencilled serials, camera coverage House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"outlaw-shield-carrier","06-enemies","idle","Outlaw Shield Carrier","Idle animation state, top-down/side hybrid game-ready view. Outlaw Shield Carrier, a supportUnit of the Mercenary Guild / Outlaws (roles: support/tank/shieldUnit). It doesn't shoot. It doesn't have to — everything behind it does. palette #8c2f2f/#c96a4d/#ff7a3d, stencilled serials, camera coverage House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"outlaw-shield-carrier","06-enemies","move","Outlaw Shield Carrier","Move-cycle animation state, top-down/side hybrid game-ready view. Outlaw Shield Carrier, a supportUnit of the Mercenary Guild / Outlaws (roles: support/tank/shieldUnit). It doesn't shoot. It doesn't have to — everything behind it does. palette #8c2f2f/#c96a4d/#ff7a3d, stencilled serials, camera coverage House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"outlaw-shield-carrier","06-enemies","attack","Outlaw Shield Carrier","Attack animation state, top-down/side hybrid game-ready view. Outlaw Shield Carrier, a supportUnit of the Mercenary Guild / Outlaws (roles: support/tank/shieldUnit). It doesn't shoot. It doesn't have to — everything behind it does. palette #8c2f2f/#c96a4d/#ff7a3d, stencilled serials, camera coverage House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"outlaw-shield-carrier","06-enemies","death","Outlaw Shield Carrier","Death animation state, top-down/side hybrid game-ready view. Outlaw Shield Carrier, a supportUnit of the Mercenary Guild / Outlaws (roles: support/tank/shieldUnit). It doesn't shoot. It doesn't have to — everything behind it does. palette #8c2f2f/#c96a4d/#ff7a3d, stencilled serials, camera coverage House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"outlaw-mine-layer","06-enemies","idle","Outlaw Mine Layer","Idle animation state, top-down/side hybrid game-ready view. Outlaw Mine Layer, a drone of the Mercenary Guild / Outlaws (roles: areaDenial). Area denial is the cheapest tactic that still wins wars. palette #8c2f2f/#c96a4d/#ff7a3d, stencilled serials, camera coverage House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
"outlaw-mine-layer","06-enemies","move","Outlaw Mine Layer","Move-cycle animation state, top-down/side hybrid game-ready view. Outlaw Mine Layer, a drone of the Mercenary Guild / Outlaws (roles: areaDenial). Area denial is the cheapest tactic that still wins wars. palette #8c2f2f/#c96a4d/#ff7a3d, stencilled serials, camera coverage House style: chibi-proportioned stylized 3D, flat toon/cel-shading (max two-tone gradient, no PBR falloff), rounded chunky forms with visible thickness, soft dark outline or additive drop-glow for edge separation (never a realistic cast shadow), saturated flat colour, no gradients past a subtle two-stop, no fine detail, no film grain/vignette/chromatic aberration/lens flare/dust/scratches. Silhouette must read clearly at 32px."
